evid,auth,etype,magnitude,lat,lon,datetime,depth,place,timestamp
62215921,UW,eq,3.33,41.218,-116.61766666666666,1764514738.8799973,-1.52,"268.1 km SSW from Boise, ID",2025-11-30T14:58:58.879Z
62214826,UW,eq,3.01,43.493833333333335,-127.06283333333333,1763959066.7799988,18.71,"231 km WNW from Coos Bay, OR",2025-11-24T04:37:46.779Z
62214776,UW,eq,3.18,45.07533333333333,-123.1575,1763913506,15.1,"17.6 km NNW from Salem, OR",2025-11-23T15:58:26.000Z
62214426,UW,eq,3.31,48.79683333333333,-119.505,1763683525.83,16.05,"48.1 km NNE from Okanogan, WA",2025-11-21T00:05:25.830Z
62203467,UW,eq,3.2,43.416,-126.871,1762652273.7799988,10.78,"215.3 km WNW from Coos Bay, OR",2025-11-09T01:37:53.779Z
62203337,UW,eq,3.06,43.2795,-127.499,1762618728.329998,4.15,"266.5 km W from Coos Bay, OR",2025-11-08T16:18:48.329Z
62203152,UW,eq,3.08,43.8355,-126.68883333333333,1762486114.5699997,5.82,"206.4 km WNW from Coos Bay, OR",2025-11-07T03:28:34.570Z
62204091,UW,eq,4.53,43.228833333333334,-127.0825,1760875475.8199997,5.82,"233.2 km W from Coos Bay, OR",2025-10-19T12:04:35.820Z
62194537,UW,eq,3.14,41.24733333333333,-116.77033333333333,1760614601.4199982,-1.44,"266.7 km SSW from Boise, ID",2025-10-16T11:36:41.419Z
62194027,UW,eq,3.28,50.671,-124.37,1760496951.6899986,0.98,"118.3 km NNE from Courtenay, BC",2025-10-15T02:55:51.689Z
62201966,UW,eq,3.18,43.44166666666667,-127.87033333333333,1760390875.4199982,0.84,"296.2 km WNW from Coos Bay, OR",2025-10-13T21:27:55.419Z
62200451,UW,eq,3.06,43.6315,-127.45666666666666,1760165485.619999,4.84,"263.8 km WNW from Coos Bay, OR",2025-10-11T06:51:25.619Z
62190807,UW,eq,3.18,49.82666666666667,-123.607,1759902915.0299997,14.86,"35.5 km NW from Squamish, BC",2025-10-08T05:55:15.030Z
62190331,UW,eq,3.27,41.20666666666666,-116.95233333333333,1758056349.9299994,3.66,"274 km SSW from Boise, ID",2025-09-16T20:59:09.929Z
62181382,UW,eq,3,42.314,-127.1205,1757937305.08,4.61,"249.6 km WNW from Crescent City, CA",2025-09-15T11:55:05.080Z
62177222,UW,eq,3.04,42.401833333333336,-126.9315,1757400953.8999977,5.74,"237 km WNW from Crescent City, CA",2025-09-09T06:55:53.899Z
62183771,UW,eq,3.23,44.598,-127.13516666666666,1757211515.4099998,-0.76,"244.7 km WNW from Newport, OR",2025-09-07T02:18:35.410Z
62176596,UW,eq,3.04,41.215833333333336,-116.60533333333333,1756225138.4199982,-1.44,"268.2 km SSW from Boise, ID",2025-08-26T16:18:58.419Z
62173216,UW,eq,3.64,48.44,-124.3585,1755569845.1099987,36.96,"54.7 km NNE from Forks, WA",2025-08-19T02:17:25.109Z
62151802,UW,eq,3.423,40.49866485595703,-125.53717041015625,1753599027.1,-0.63,"120.9 km W from Eureka, CA",2025-07-27T06:50:27.100Z
62146337,UW,eq,3.54,49.406,-120.00833333333334,1752925086.83,4.35,"32.6 km W from Penticton, BC",2025-07-19T11:38:06.830Z
62145517,UW,eq,3.36,41.909666666666666,-119.61933333333333,1752859895.2199974,-0.92,"38.7 km SSE from Adel, OR",2025-07-18T17:31:35.219Z
62129897,UW,eq,3.01,41.9215,-119.62466666666667,1751391265.1499996,-0.73,"37.3 km SSE from Adel, OR",2025-07-01T17:34:25.150Z
62127082,UW,eq,3.418,43.83466720581055,-127.15833282470703,1750940692.189999,5.79,"243.2 km WNW from Coos Bay, OR",2025-06-26T12:24:52.189Z
62125097,UW,eq,3.236,40.85133361816406,-124.14350128173828,1750611003.47,38.39,"7.8 km NNE from Eureka, CA",2025-06-22T16:50:03.470Z
62129136,UW,eq,3.364,43.54033279418945,-127.05266571044922,1750044404.540001,4.84,"230.5 km WNW from Coos Bay, OR",2025-06-16T03:26:44.540Z
62121826,UW,eq,3.05,48.422666666666665,-122.389,1748941191.869999,9.89,"3.8 km WNW from Mount Vernon, WA",2025-06-03T08:59:51.869Z
62114086,UW,eq,3.03,41.92216666666667,-119.57683333333334,1747886620.6100006,-1.4,"39.8 km SSE from Adel, OR",2025-05-22T04:03:40.610Z
62100887,UW,eq,3.14,48.77333333333333,-119.50833333333334,1747290147.7699986,14.69,"45.5 km NNE from Okanogan, WA",2025-05-15T06:22:27.769Z
62091527,UW,eq,3.24,48.982166666666664,-125.295,1746125383.3499985,33.17,"49.1 km ESE from Tofino, BC",2025-05-01T18:49:43.349Z
62094846,UW,eq,3.23,48.767833333333336,-119.51433333333334,1745136630.6299992,14.9,"44.9 km NNE from Okanogan, WA",2025-04-20T08:10:30.629Z
62091951,UW,eq,3.05,48.76166666666667,-119.52716666666667,1744813423.829998,14.51,"44.1 km NNE from Okanogan, WA",2025-04-16T14:23:43.829Z
62091646,UW,eq,3.11,42.962666666666664,-127.27416666666667,1744728445.3099995,4.61,"252.8 km W from Coos Bay, OR",2025-04-15T14:47:25.310Z
62082962,UW,eq,3.2,48.755833333333335,-119.504,1744542063.31,14.78,"43.6 km NNE from Okanogan, WA",2025-04-13T11:01:03.310Z
62082792,UW,eq,3.13,48.754666666666665,-119.49533333333333,1744508818.0099983,14.71,"43.6 km NNE from Okanogan, WA",2025-04-13T01:46:58.009Z
62080827,UW,eq,3.69,47.17166666666667,-121.48633333333333,1743952534.4399986,9.42,"25.8 km SSW from Hyak, WA",2025-04-06T15:15:34.439Z
62080702,UW,eq,3.014,49.70100021362305,-123.60016632080078,1743885943.25,15.22,"31.3 km WNW from Squamish, BC",2025-04-05T20:45:43.250Z
62086356,UW,eq,3.54,41.887166666666666,-119.59133333333334,1743120796.539999,-1.43,"42.1 km SSE from Adel, OR",2025-03-28T00:13:16.539Z
62074482,UW,eq,3.23,47.3795,-122.47033333333333,1742278250.329998,23.03,"16.1 km N from Tacoma, WA",2025-03-18T06:10:50.329Z
62072987,UW,eq,3.2,45.37283333333333,-127.34766666666667,1741908143.9099998,4.02,"272.4 km WNW from Newport, OR",2025-03-13T23:22:23.910Z
62079456,UW,eq,3.89,47.924,-123.14083333333333,1741220304.039999,42.35,"31 km SE from Port Angeles, WA",2025-03-06T00:18:24.039Z
62078906,UW,eq,4.5,48.61116666666667,-122.80516666666666,1741006957.8499985,15.81,"17 km ENE from Friday Harbor, WA",2025-03-03T13:02:37.849Z
62078461,UW,eq,3.25,47.599333333333334,-121.769,1740686866.6100006,17.42,"11.5 km NNE from North Bend, WA",2025-02-27T20:07:46.610Z
62076946,UW,eq,3.41,47.276,-122.14166666666667,1740224729.3099995,25.36,"16.7 km SW from Maple Valley, WA",2025-02-22T11:45:29.310Z
62076851,UW,eq,5.16,49.714666666666666,-123.61766666666666,1740173193.2599983,17.35,"32.7 km WNW from Squamish, BC",2025-02-21T21:26:33.259Z
62076436,UW,eq,3.19,49.232,-128.70483333333334,1739920159.3199997,7.92,"187.6 km SW from Port Hardy, BC",2025-02-18T23:09:19.320Z
62076406,UW,eq,3.04,47.175333333333334,-121.49366666666667,1739901247.0299997,8.71,"25.6 km SSW from Hyak, WA",2025-02-18T17:54:07.030Z
62067602,UW,eq,3.68,48.291333333333334,-123.27933333333333,1739512758.2700005,40.22,"15.7 km S from Victoria, BC",2025-02-14T05:59:18.270Z
62075451,UW,eq,3.3,41.8755,-119.56983333333334,1739425790.5200005,-1.45,"44.2 km SSE from Adel, OR",2025-02-13T05:49:50.520Z
62075446,UW,eq,3.02,41.921,-119.60216666666666,1739425227.9899998,-1.46,"38.5 km SSE from Adel, OR",2025-02-13T05:40:27.990Z
62065967,UW,eq,3.47,43.788666666666664,-128.38566666666668,1738863448.5699997,5.82,"340.1 km WNW from Coos Bay, OR",2025-02-06T17:37:28.570Z
62072371,UW,eq,3.863,40.449832916259766,-124.84166717529297,1737900183.93,36.35,"68.7 km WSW from Eureka, CA",2025-01-26T14:03:03.930Z
62071396,UW,eq,3.51,47.60033333333333,-121.75383333333333,1737408914.67,17.08,"11.8 km NNE from North Bend, WA",2025-01-20T21:35:14.670Z
62069411,UW,eq,3.2,43.192,-127.159,1735705358.2799988,10.78,"239.7 km W from Coos Bay, OR",2025-01-01T04:22:38.279Z
62060922,UW,eq,3.35,41.887166666666666,-119.57533333333333,1735536425.02,-1.45,"42.9 km SSE from Adel, OR",2024-12-30T05:27:05.020Z
62059887,UW,eq,3.26,42.93483333333333,-127.0375,1734534884.9300003,0.87,"234.5 km W from Coos Bay, OR",2024-12-18T15:14:44.930Z
62059492,UW,eq,4.67,40.5395,-125.009,1734247322.07,38.92,"76.9 km W from Eureka, CA",2024-12-15T07:22:02.070Z
62066876,UW,eq,3.04,48.994,-129.043,1733727697.9500008,3.23,"222.9 km SW from Port Hardy, BC",2024-12-09T07:01:37.950Z
62066216,UW,eq,4.01,49.019333333333336,-129.377,1733466721.82,4.98,"234.1 km SW from Port Hardy, BC",2024-12-06T06:32:01.820Z
62061806,UW,eq,3.758,43.31816482543945,-127.73466491699219,1732758751.110001,5.82,"285.4 km WNW from Coos Bay, OR",2024-11-28T01:52:31.110Z
62060836,UW,eq,3.03,43.10766666666667,-127.186,1732205899.0900002,4.15,"243 km W from Coos Bay, OR",2024-11-21T16:18:19.090Z
62051962,UW,eq,3.4,43.59,-127.493,1731661681.96,10.82,"266.3 km WNW from Coos Bay, OR",2024-11-15T09:08:01.960Z
62049512,UW,eq,3.05,40.55166666666667,-120.65983333333334,1730351986.2700005,3.63,"71.6 km E from Mt Lassen, CA",2024-10-31T05:19:46.270Z
62049457,UW,eq,4.87,43.50533333333333,-128.07133333333334,1730319322.289999,5.82,"312.6 km WNW from Coos Bay, OR",2024-10-30T20:15:22.289Z
62057156,UW,eq,3.656,40.417667388916016,-120.76383209228516,1729968497.4,-1.16,"62.3 km ESE from Mt Lassen, CA",2024-10-26T18:48:17.400Z
62055181,UW,eq,4.12,43.70733333333333,-126.2505,1729213109.08,4.84,"168.8 km WNW from Coos Bay, OR",2024-10-18T00:58:29.080Z
62054911,UW,eq,3.07,43.345166666666664,-127.852,1729183410.8599987,5.82,"294.8 km WNW from Coos Bay, OR",2024-10-17T16:43:30.859Z
62052991,UW,eq,3.94,40.56100082397461,-125.69116973876953,1728404862.610001,4.59,"132 km W from Eureka, CA",2024-10-08T16:27:42.610Z
62052966,UW,eq,3.54,50.5425,-125.2625,1728395991.329998,6.05,"97.7 km from Courtenay, BC",2024-10-08T13:59:51.329Z
62052356,UW,eq,3.29,40.38333333333333,-124.608,1728145474.4300003,38.68,"58.5 km SW from Eureka, CA",2024-10-05T16:24:34.430Z
62043632,UW,eq,3.72,49.039833333333334,-123.3795,1728032938.3599968,60.85,"25.4 km WSW from Vancouver, BC",2024-10-04T09:08:58.359Z
62043217,UW,eq,3.88,49.067,-129.43033333333332,1727883351.7299995,5.4,"232.2 km SW from Port Hardy, BC",2024-10-02T15:35:51.730Z
62050041,UW,eq,3.96,48.580666666666666,-123.24783333333333,1727348720.17,52.15,"18.7 km NE from Victoria, BC",2024-09-26T11:05:20.170Z
62037927,UW,eq,3.24,42.97566666666667,-127.64883333333333,1726289698.25,5.82,"282.6 km W from Coos Bay, OR",2024-09-14T04:54:58.250Z
62045501,UW,eq,3.02,49.814,-123.60333333333334,1726157132.1499977,14.01,"34.7 km NW from Squamish, BC",2024-09-12T16:05:32.149Z
62040871,UW,eq,3.08,48.84166666666667,-126.024,1724685338.7000008,4.98,"35.2 km SSW from Tofino, BC",2024-08-26T15:15:38.700Z
62034606,UW,eq,3.1,41.91983333333334,-119.6025,1723330054.4199982,0.92,"38.6 km SSE from Adel, OR",2024-08-10T22:47:34.419Z
62032091,UW,eq,3.19,44.349666666666664,-116.1355,1722764739.6499977,2.47,"82.1 km NNE from Boise, ID",2024-08-04T09:45:39.649Z
62031701,UW,eq,3.376,43.45249938964844,-127.31233215332031,1722644717.290001,4.15,"251 km WNW from Coos Bay, OR",2024-08-03T00:25:17.290Z
62031706,UW,eq,3.54,43.22966666666667,-127.85083333333333,1722644712,5.82,"295.4 km W from Coos Bay, OR",2024-08-03T00:25:12.000Z
62016117,UW,eq,3.656,45.113834381103516,-126.9635009765625,1720812476.43,4.77,"236.1 km WNW from Newport, OR",2024-07-12T19:27:56.430Z
62015912,UW,eq,3.48,46.379666666666665,-122.32616666666667,1720764963.4399998,14.11,"20.2 km SSW from Morton, WA",2024-07-12T06:16:03.440Z
62015717,UW,eq,4.354,49.128665924072266,-128.36734008789062,1720714648.190001,4.85,"187.6 km SSW from Port Hardy, BC",2024-07-11T16:17:28.190Z
62015702,UW,eq,6.21,48.75966666666667,-128.90316666666666,1720710529.4099998,5.48,"240.9 km SW from Port Hardy, BC",2024-07-11T15:08:49.410Z
62023416,UW,eq,3.1,43.60766666666667,-128.0145,1720637248.0900002,5.82,"308.5 km WNW from Coos Bay, OR",2024-07-10T18:47:28.090Z
62022586,UW,eq,3.94,48.45366666666666,-129.29883333333333,1720458356.8499985,22.3,"284.5 km SW from Port Hardy, BC",2024-07-08T17:05:56.849Z
62013847,UW,eq,4.16,48.629,-128.941,1720197247.29,10.05,"255.3 km SW from Port Hardy, BC",2024-07-05T16:34:07.290Z
62013837,UW,eq,3.22,48.86866666666667,-128.95,1720194716.2199974,-0.01,"231.7 km SW from Port Hardy, BC",2024-07-05T15:51:56.219Z
62013327,UW,eq,4.6,48.695,-129.259,1720099145,9.53,"259.6 km SW from Port Hardy, BC",2024-07-04T13:19:05.000Z
61997202,UW,eq,3.53,43.192665100097656,-127.16899871826172,1715573429.870001,4.87,"240.5 km W from Coos Bay, OR",2024-05-13T04:10:29.870Z
61994247,UW,eq,3.09,44.280166666666666,-127.0295,1714850225.2199998,4.84,"248.1 km NW from Coos Bay, OR",2024-05-04T19:17:05.220Z
61993772,UW,eq,3.22,43.35633333333333,-127.87283333333333,1714703112.3000002,5.82,"296.5 km WNW from Coos Bay, OR",2024-05-03T02:25:12.300Z
61998301,UW,eq,3.198,43.01466751098633,-127.51116943359375,1713638204,5.78,"270.8 km W from Coos Bay, OR",2024-04-20T18:36:44.000Z
61994746,UW,eq,3.47,44.36033333333334,-116.097,1712428321.19,2.98,"83.6 km NNE from Boise, ID",2024-04-06T18:32:01.190Z
61985582,UW,eq,3.2,42.98766666666667,-126.719,1711987123.4500008,4.15,"207.9 km W from Coos Bay, OR",2024-04-01T15:58:43.450Z
61991856,UW,eq,3.14,41.9185,-119.57683333333334,1711208233.7799997,-1.43,"40.1 km SSE from Adel, OR",2024-03-23T15:37:13.780Z
61990466,UW,eq,3.08,50.63433333333333,-130.02216666666666,1710831376.0100002,34.88,"184.3 km W from Port Hardy, BC",2024-03-19T06:56:16.010Z
61990141,UW,eq,3.69,40.5695,-123.685,1710687232.9099998,43.42,"46.4 km SE from Eureka, CA",2024-03-17T14:53:52.910Z
61989861,UW,eq,3.02,44.3585,-116.143,1710466983.7099998,-0.9,"83.1 km NNE from Boise, ID",2024-03-15T01:43:03.710Z
61980717,UW,eq,3.85,44.35016666666667,-116.14466666666667,1710262243.7999992,9.97,"82.1 km NNE from Boise, ID",2024-03-12T16:50:43.799Z
61989441,UW,eq,3.07,41.8825,-119.57633333333334,1710170391.8400002,-1.39,"43.2 km SSE from Adel, OR",2024-03-11T15:19:51.840Z
61989276,UW,eq,3.48,41.879666666666665,-119.6075,1710069817.380001,-1.48,"42 km SSE from Adel, OR",2024-03-10T11:23:37.380Z
61989256,UW,eq,3.29,44.35216666666667,-116.13383333333333,1710046235.9799995,2.4,"82.4 km NNE from Boise, ID",2024-03-10T04:50:35.980Z
61988126,UW,eq,3.12,47.49466666666667,-121.90816666666667,1709776115.3400002,12.01,"8.2 km SSW from Fall City, WA",2024-03-07T01:48:35.340Z
61987526,UW,eq,3.62,44.373,-116.10183333333333,1709643472.2799988,8.33,"85 km NNE from Boise, ID",2024-03-05T12:57:52.279Z
61986971,UW,eq,3.04,41.91766666666667,-119.57666666666667,1709389806.1,-1.34,"40.1 km SSE from Adel, OR",2024-03-02T14:30:06.100Z
61986751,UW,eq,3.57,44.36383333333333,-116.11683333333333,1709299157.58,2.29,"83.8 km NNE from Boise, ID",2024-03-01T13:19:17.580Z
61986046,UW,eq,3.39,44.352333333333334,-116.13483333333333,1709168026.7599983,2.81,"82.4 km NNE from Boise, ID",2024-02-29T00:53:46.759Z
61985381,UW,eq,3.31,44.35516666666667,-116.14766666666667,1709038469.3899994,0.31,"82.7 km NNE from Boise, ID",2024-02-27T12:54:29.389Z
61984901,UW,eq,5.13,44.355,-116.12966666666667,1708968345.0099983,11.11,"82.7 km NNE from Boise, ID",2024-02-26T17:25:45.009Z
61984301,UW,eq,3.03,49.26733333333333,-128.34066666666666,1708754025.3899994,4.99,"172.6 km SW from Port Hardy, BC",2024-02-24T05:53:45.389Z
61984016,UW,eq,3.38,47.6745,-121.73216666666667,1708606969.579998,18.63,"14 km E from Carnation, WA",2024-02-22T13:02:49.579Z
61983351,UW,eq,3.42,47.59283333333333,-123.092,1708101018.83,50.47,"34.9 km WNW from Bremerton, WA",2024-02-16T16:30:18.830Z
61982146,UW,eq,3.07,46.7445,-121.51633333333334,1707333089.0699997,4.7,"25.8 km from Goat Rocks, WA",2024-02-07T19:11:29.070Z
61981766,UW,eq,3.45,41.904,-119.58066666666667,1707043976.1299973,-1.43,"41.1 km SSE from Adel, OR",2024-02-04T10:52:56.129Z
61981081,UW,eq,3.08,41.91716666666667,-119.57983333333334,1706220032.8999977,-1.45,"40 km SSE from Adel, OR",2024-01-25T22:00:32.899Z
61980351,UW,eq,3.26,48.235166666666665,-122.6815,1705549661.0200005,55.81,"14.4 km NE from Port Townsend, WA",2024-01-18T03:47:41.020Z
61979966,UW,eq,3.48,48.00416666666667,-123.16666666666667,1705303505.92,43.52,"24 km SE from Port Angeles, WA",2024-01-15T07:25:05.920Z
61978031,UW,eq,3.22,43.07866666666666,-126.9945,1703555836.5499992,4.84,"228.1 km W from Coos Bay, OR",2023-12-26T01:57:16.549Z
61977871,UW,eq,4.04,47.81966666666667,-122.96,1703430844.2199998,52.39,"25.4 km WNW from Poulsbo, WA",2023-12-24T15:14:04.220Z
61973581,UW,eq,3.09,45.90983333333333,-122.88966666666667,1700813776.8400002,20.03,"25.5 km S from Longview, WA",2023-11-24T08:16:16.840Z
61972566,UW,eq,3.39,48.224833333333336,-122.3595,1700182060.540001,16.98,"21.8 km SSW from Mount Vernon, WA",2023-11-17T00:47:40.540Z
61971621,UW,eq,3.11,44.3915,-124.58333333333333,1699648429.5299988,29.71,"50.3 km WSW from Newport, OR",2023-11-10T20:33:49.529Z
61959867,UW,eq,3.01,47.534166666666664,-122.69583333333334,1698456599.449997,21.6,"6.1 km WSW from Bremerton, WA",2023-10-28T01:29:59.449Z
61959407,UW,eq,3.67,41.89516666666667,-119.64783333333334,1698338263.7599983,-0.44,"38.7 km SSE from Adel, OR",2023-10-26T16:37:43.759Z
61958757,UW,eq,3.05,47.4075,-122.69716666666666,1698028905.8199997,29.4,"18.4 km SSW from Bremerton, WA",2023-10-23T02:41:45.820Z
61965081,UW,eq,4.31,48.040166666666664,-122.73083333333334,1696818068.96,54.94,"8.8 km S from Port Townsend, WA",2023-10-09T02:21:08.960Z
61941467,UW,eq,3.11,43.3315,-127.70933333333333,1692128264.3499985,2.43,"283.3 km WNW from Coos Bay, OR",2023-08-15T19:37:44.349Z
61939452,UW,eq,3.91,47.604,-121.772,1691489843.869999,15.89,"12 km NNE from North Bend, WA",2023-08-08T10:17:23.869Z
61936852,UW,eq,3.18,43.082166666666666,-126.87333333333333,1690875477.8400002,7.49,"218.3 km W from Coos Bay, OR",2023-08-01T07:37:57.840Z
61944066,UW,eq,3.53,40.69233333333333,-116.50216666666667,1690391415.1499996,3.41,"325.3 km SSW from Boise, ID",2023-07-26T17:10:15.150Z
61939491,UW,eq,3.07,43.66416666666667,-128.32333333333332,1689020652.67,5.82,"333.8 km WNW from Coos Bay, OR",2023-07-10T20:24:12.670Z
61918522,UW,eq,3.11,48.232,-122.5215,1684826494.6899986,60.58,"24.9 km SW from Mount Vernon, WA",2023-05-23T07:21:34.689Z
61920206,UW,eq,3.42,49.209,-120.85566666666666,1682702357.1800003,9.82,"58.9 km NNE from Diablo, WA",2023-04-28T17:19:17.180Z
61919296,UW,eq,3.07,43.989333333333335,-127.3155,1682336591.0299997,49.73,"259.4 km WNW from Coos Bay, OR",2023-04-24T11:43:11.030Z
61918486,UW,eq,3.92,48.947833333333335,-129.09966666666668,1681930588.119999,7.03,"229.4 km SW from Port Hardy, BC",2023-04-19T18:56:28.119Z
61903367,UW,eq,3.12,49.6935,-127.266,1679237132.0299988,6.47,"112.5 km S from Port Hardy, BC",2023-03-19T14:45:32.029Z
61902757,UW,eq,3.17,42.18833333333333,-119.38733333333333,1678998820.9899979,8.34,"41.7 km ESE from Adel, OR",2023-03-16T20:33:40.989Z
61910841,UW,eq,3.83,44.6385,-116.14566666666667,1678590238.2599983,-0.08,"114.1 km NNE from Boise, ID",2023-03-12T03:03:58.259Z
61901007,UW,eq,3.03,44.739,-117.26983333333334,1678267986.0299997,9.2,"44.8 km ESE from Baker, OR",2023-03-08T09:33:06.030Z
61900292,UW,eq,3.43,43.39683333333333,-127.274,1677630223.5599976,5.82,"247.9 km WNW from Coos Bay, OR",2023-03-01T00:23:43.559Z
61898512,UW,eq,3.22,49.273,-128.3465,1676890991.0299997,5.6,"172.1 km SW from Port Hardy, BC",2023-02-20T11:03:11.030Z
61906821,UW,eq,3.5,48.99016666666667,-128.96566666666666,1676529130.9399996,0.01,"220.4 km SW from Port Hardy, BC",2023-02-16T06:32:10.940Z
61904846,UW,eq,3.47,43.07816666666667,-126.7725,1675260683.8199997,4.99,"210.2 km W from Coos Bay, OR",2023-02-01T14:11:23.820Z
61894047,UW,eq,3.09,44.275166666666664,-126.633,1674140521.9299998,10.45,"219.1 km NW from Coos Bay, OR",2023-01-19T15:02:01.930Z
61901691,UW,eq,3.3,43.61083333333333,-128.53383333333332,1673253581.5599976,5.77,"350.4 km WNW from Coos Bay, OR",2023-01-09T08:39:41.559Z
61901531,UW,eq,3.21,40.799,-125.09233333333333,1673014990.0999994,38.68,"79 km WNW from Eureka, CA",2023-01-06T14:23:10.099Z
61898016,UW,eq,3.2,41.895833333333336,-119.55166666666666,1670518128.75,2.43,"43.3 km SSE from Adel, OR",2022-12-08T16:48:48.750Z
61886272,UW,eq,3.36,44.50816666666667,-128.9105,1668860484.17,9.52,"397.7 km WNW from Coos Bay, OR",2022-11-19T12:21:24.170Z
61885942,UW,eq,3.52,44.277833333333334,-116.269,1668691404.539999,10.57,"74 km N from Boise, ID",2022-11-17T13:23:24.539Z
61894201,UW,eq,3.05,43.178,-127.29883333333333,1668372456.25,7.13,"251.2 km W from Coos Bay, OR",2022-11-13T20:47:36.250Z
61893166,UW,eq,3.51,50.433,-129.74266666666668,1667791038.5100002,27.08,"167.4 km W from Port Hardy, BC",2022-11-07T03:17:18.510Z
61891356,UW,eq,3.51,43.222,-127.6975,1667571417.7700005,5.82,"283 km W from Coos Bay, OR",2022-11-04T14:16:57.770Z
61890101,UW,eq,3.31,42.96216666666667,-126.88766666666666,1666797501.6299992,6.14,"221.9 km W from Coos Bay, OR",2022-10-26T15:18:21.629Z
61886506,UW,eq,4.38,44.5405,-122.55183333333333,1665147155.9699974,14,"58.8 km SSE from Salem, OR",2022-10-07T12:52:35.969Z
61884391,UW,eq,3.15,43.090333333333334,-127.11783333333334,1664371801.33,5.68,"237.8 km W from Coos Bay, OR",2022-09-28T13:30:01.330Z
61882431,UW,eq,3.49,48.0465,-124.715,1663857716.8999977,37.04,"27.1 km NW from Forks, WA",2022-09-22T14:41:56.899Z
61881751,UW,eq,3.59,49.40566666666667,-127.85816666666666,1663643323.3199997,8.34,"147.4 km SSW from Port Hardy, BC",2022-09-20T03:08:43.320Z
61869652,UW,eq,3.71,47.842,-122.75166666666667,1662624505.83,23.33,"14.3 km NNW from Poulsbo, WA",2022-09-08T08:08:25.830Z
61863047,UW,eq,3.41,42.034666666666666,-127.37366666666667,1660416327.42,4.82,"265.1 km WNW from Crescent City, CA",2022-08-13T18:45:27.420Z
61862977,UW,eq,3.03,46.1315,-120.50166666666667,1660397482.8899994,12.29,"51.5 km S from Yakima, WA",2022-08-13T13:31:22.889Z
61860022,UW,eq,3.06,47.25866666666667,-121.97183333333334,1659619359.3999977,21.54,"6.1 km NNE from Enumclaw, WA",2022-08-04T13:22:39.399Z
61863226,UW,eq,3.32,50.36183333333334,-119.20133333333334,1658167373.3199997,6.62,"99.7 km NNE from Penticton, BC",2022-07-18T18:02:53.320Z
61844772,UW,eq,3.22,42.1175,-123.82866666666666,1655700309.3199997,33.08,"50.7 km NE from Crescent City, CA",2022-06-20T04:45:09.320Z
61836427,UW,eq,3.16,48.807833333333335,-120.8225,1653764864.0299988,-0.06,"25.7 km ENE from Diablo, WA",2022-05-28T19:07:44.029Z
61833727,UW,eq,3.28,50.34,-116.40116666666667,1653161999.7799988,34.04,"227.1 km NE from Colville, WA",2022-05-21T19:39:59.779Z
61832097,UW,eq,3.4,48.29966666666667,-121.852,1652774854.3999977,3.53,"25.5 km NNE from Granite Falls, WA",2022-05-17T08:07:34.399Z
61835766,UW,eq,3.53,48.419333333333334,-122.30716666666666,1651403756.539997,14.46,"2.3 km ESE from Mount Vernon, WA",2022-05-01T11:15:56.539Z
61820227,UW,eq,3.49,48.966166666666666,-128.40033333333332,1649333544.5499992,5.4,"205.4 km SSW from Port Hardy, BC",2022-04-07T12:12:24.549Z
61821391,UW,eq,3.16,41.56366666666667,-118.668,1646884723.579998,15.83,"123.3 km SE from Adel, OR",2022-03-10T03:58:43.579Z
61818556,UW,eq,3.18,49.54833333333333,-127.28516666666667,1645815455.4500008,4.93,"128.4 km S from Port Hardy, BC",2022-02-25T18:57:35.450Z
61806621,UW,eq,3.98,48.867666666666665,-123.37466666666667,1639743232.3600006,20.99,"37.2 km SW from Vancouver, BC",2021-12-17T12:13:52.360Z
61803056,UW,eq,3.14,48.698,-120.231,1638739261.4499998,8.73,"60.7 km NW from Okanogan, WA",2021-12-05T21:21:01.450Z
61801291,UW,eq,3.01,41.909333333333336,-126.19766666666666,1638257544.1899986,19.25,"166.7 km WNW from Crescent City, CA",2021-11-30T07:32:24.189Z
61796116,UW,eq,3,48.397,-122.2045,1636495913.7199974,15.93,"11.7 km S from Sedro Woolley, WA",2021-11-09T22:11:53.719Z
61785882,UW,eq,3.3,41.410833333333336,-118.6465,1635946626.1799998,1.98,"135.1 km SE from Adel, OR",2021-11-03T13:37:06.180Z
61784877,UW,eq,3.05,48.32633333333333,-128.74083333333334,1635578285.1099997,4.99,"280.9 km SSW from Port Hardy, BC",2021-10-30T07:18:05.110Z
61777372,UW,eq,3.02,42.88333333333333,-127.12766666666667,1633122110.6800003,4.31,"243 km W from Coos Bay, OR",2021-10-01T21:01:50.680Z
61783276,UW,eq,3.26,49.02916666666667,-126.54383333333334,1632330677.0100002,4.93,"47.7 km W from Tofino, BC",2021-09-22T17:11:17.010Z
61783241,UW,eq,3.18,48.89216666666667,-126.7665,1632327831.6499977,4.99,"68.4 km WSW from Tofino, BC",2021-09-22T16:23:51.649Z
61783231,UW,eq,3.562,49.00116666666667,-126.7485,1632327199.5,4.99,"63 km W from Tofino, BC",2021-09-22T16:13:19.500Z
61755901,UW,eq,3.15,40.913666666666664,-119.353,1626755435.6399994,-1.55,"149 km S from Adel, OR",2021-07-20T04:30:35.639Z
61754296,UW,eq,3.04,43.098333333333336,-127.2015,1626396353.6899986,13.95,"244.4 km W from Coos Bay, OR",2021-07-16T00:45:53.689Z
